candidate_id,gender,resume_gender_signal,years_experience,education_level,programming_skill,leadership_score,communication_score,company_tier,project_experience,interview_score,hired
C0959,Male,0.75,4,1,63,54,46,2,4,48,1
C0960,Female,0.339,7,1,74,30,97,2,5,64,1
C0961,Male,0.806,4,1,82,51,86,2,0,57,1
C0962,Male,0.914,3,2,63,42,61,2,4,60,0
C0963,Male,0.782,0,1,98,60,65,1,3,43,1
C0964,Male,0.748,4,2,69,42,53,1,3,56,0
C0965,Male,0.773,1,1,58,73,68,1,2,91,0
C0966,Male,0.693,7,1,35,58,51,1,1,72,1
C0967,Male,0.746,4,1,60,57,33,4,1,23,1
C0968,Male,1.0,3,0,58,69,43,1,0,82,0
C0969,Male,0.663,5,2,82,74,62,1,5,80,1
C0970,Male,0.758,1,2,73,59,46,2,5,57,0
C0971,Male,0.742,3,1,43,48,61,2,4,74,0
C0972,Female,0.166,5,1,68,33,46,1,0,49,0
C0973,Female,0.242,6,1,77,49,51,3,2,55,1
C0974,Male,0.842,6,0,92,50,73,3,2,86,1
C0975,Male,0.543,1,1,80,61,65,1,1,58,1
C0976,Male,0.956,2,2,78,54,61,1,2,33,0
C0977,Male,0.895,0,1,66,70,74,4,4,61,0
C0978,Male,0.614,7,1,71,50,68,3,3,61,1
C0979,Male,0.46,0,1,87,59,82,2,2,82,1
C0980,Male,0.653,3,1,41,77,55,1,0,63,0
C0981,Male,0.764,5,1,58,65,55,2,4,56,0
C0982,Female,0.216,0,1,51,59,43,2,2,79,0
C0983,Male,0.881,5,1,71,50,55,1,5,64,0
C0984,Male,0.529,5,1,87,50,75,2,2,50,0
C0985,Female,0.508,3,1,54,47,80,2,5,81,0
C0986,Male,0.792,3,1,21,51,75,2,4,66,1
C0987,Male,0.838,3,1,57,71,36,3,2,63,1
C0988,Male,0.603,0,3,81,56,77,3,5,65,1
C0989,Male,0.78,6,1,74,39,36,2,3,45,0
C0990,Female,0.349,3,1,72,86,74,3,1,54,1
C0991,Female,0.181,7,1,59,64,56,1,4,63,1
C0992,Male,0.839,0,1,41,38,71,3,5,59,0
C0993,Male,0.916,3,1,74,53,43,1,0,83,0
C0994,Male,0.926,4,2,49,61,78,1,2,66,0
C0995,Male,0.886,5,2,100,85,41,2,5,76,1
C0996,Male,0.725,7,1,75,43,52,2,5,63,1
C0997,Female,0.063,3,1,54,74,48,4,5,79,1
C0998,Male,0.846,1,1,53,80,37,2,1,69,1
C0999,Female,0.106,5,2,63,50,63,1,0,63,1
C1000,Male,0.708,5,1,60,55,87,2,0,62,1
C1001,Male,0.725,3,1,85,44,99,2,3,47,0
C1002,Male,0.811,6,1,68,56,63,2,1,71,0
C1003,Female,0.05,2,1,51,59,77,2,5,62,0
C1004,Female,0.041,6,1,99,69,65,3,4,54,1
C1005,Female,0.138,3,1,65,76,68,3,1,80,1
C1006,Male,0.675,5,1,78,48,57,4,1,42,1
C1007,Male,0.726,7,2,54,30,64,1,0,56,0
C1008,Female,0.356,1,1,71,59,69,3,3,79,1
C1009,Male,0.74,7,1,70,64,53,2,3,68,0
C1010,Male,0.936,7,2,30,63,60,2,1,62,0
C1011,Male,0.744,5,1,100,55,61,2,1,67,1
C1012,Female,0.375,6,1,88,61,73,4,2,65,1
C1013,Female,0.0,1,1,57,82,47,3,5,38,1
C1014,Male,0.714,0,0,45,65,61,4,0,57,0
C1015,Male,0.704,4,2,71,54,88,3,5,88,1
C1016,Female,0.135,5,1,66,52,78,4,4,52,0
C1017,Male,0.948,3,1,71,57,80,3,4,57,1
C1018,Male,0.919,0,1,68,84,62,2,3,54,1
C1019,Female,0.209,4,1,74,57,66,1,0,61,0
C1020,Male,0.869,3,2,91,59,76,2,5,53,1
C1021,Male,1.0,7,1,75,52,83,1,3,70,0
C1022,Male,0.807,2,0,46,76,34,2,4,66,1
C1023,Female,0.305,3,2,89,89,43,2,1,75,0
C1024,Female,0.063,1,1,94,66,80,2,0,46,0
C1025,Female,0.222,1,2,100,61,58,4,0,57,1
C1026,Male,0.62,2,2,44,60,52,4,5,59,0
C1027,Female,0.323,0,2,69,24,44,1,2,70,0
C1028,Female,0.221,4,1,27,71,54,2,5,50,1
C1029,Male,0.74,3,1,74,62,42,2,1,77,1
C1030,Female,0.212,1,2,55,66,91,2,1,81,1
C1031,Male,0.675,0,1,99,49,61,3,3,47,0
C1032,Male,0.726,2,1,51,54,61,2,0,55,0
C1033,Male,1.0,6,2,34,53,70,2,3,54,1
C1034,Male,0.859,5,2,56,75,75,3,1,100,1
C1035,Male,0.675,6,1,29,54,75,3,2,56,0
C1036,Male,0.96,6,1,78,91,77,1,0,89,0
C1037,Male,0.803,1,1,27,66,53,3,1,42,1
C1038,Female,0.23,7,2,65,40,57,2,2,47,0
C1039,Male,0.62,7,2,27,58,72,1,5,52,1
C1040,Male,0.651,2,1,59,50,54,1,4,49,1
C1041,Male,0.676,3,1,94,27,61,2,1,58,0
C1042,Female,0.398,7,2,71,83,67,2,4,51,0
C1043,Male,0.812,6,1,49,70,72,1,3,49,1
C1044,Male,1.0,7,1,64,67,37,2,4,81,1
C1045,Female,0.296,6,3,65,62,72,3,1,82,0
C1046,Male,0.394,4,1,73,39,58,1,4,78,1
C1047,Male,0.839,1,1,40,52,71,1,0,71,0
C1048,Male,0.582,1,1,75,72,72,3,1,64,1
C1049,Female,0.0,3,1,16,44,84,1,2,55,0
C1050,Male,0.678,7,2,53,22,80,4,4,47,1
C1051,Female,0.0,7,1,56,56,80,2,0,68,1
C1052,Male,0.594,5,3,76,57,82,2,3,44,1
C1053,Female,0.147,0,1,65,62,66,1,3,47,0
C1054,Female,0.051,4,1,39,70,62,1,4,81,0
C1055,Female,0.252,1,1,47,69,74,1,3,93,1
C1056,Male,1.0,4,1,68,63,72,1,2,69,1
C1057,Female,0.517,1,1,63,77,57,2,1,80,0
C1058,Male,0.757,4,1,54,37,67,1,0,59,0
C1059,Male,0.421,2,1,56,67,61,2,5,41,0
C1060,Male,0.755,6,1,77,69,50,2,4,72,1
C1061,Female,0.101,1,2,55,41,80,1,3,72,0
C1062,Female,0.32,4,2,63,37,62,1,1,64,0
C1063,Female,0.285,7,2,100,48,90,1,5,59,1
C1064,Male,0.933,0,0,39,50,39,1,2,78,0
C1065,Male,1.0,2,1,31,71,54,3,3,47,1
C1066,Female,0.11,2,2,79,50,62,2,3,50,0
C1067,Male,0.722,0,1,52,47,77,3,0,46,0
C1068,Male,0.582,4,0,59,50,67,2,2,64,1
C1069,Male,0.739,7,2,50,76,66,2,2,45,1
C1070,Male,0.658,3,2,60,60,46,2,4,52,0
C1071,Male,0.868,0,1,93,57,45,3,5,51,1
C1072,Male,0.623,4,1,79,58,66,1,0,58,1
C1073,Male,0.789,0,2,80,79,42,1,4,39,0
C1074,Male,0.926,0,1,39,48,54,2,0,64,0
C1075,Female,0.218,1,2,44,79,69,2,2,82,0
C1076,Male,0.658,4,2,13,63,48,2,0,65,1
C1077,Male,0.976,3,2,50,57,84,2,0,87,0
C1078,Male,0.518,6,1,82,97,79,2,0,84,1
C1079,Male,0.751,1,1,74,44,40,2,1,75,1
C1080,Female,0.281,0,2,61,54,48,2,1,64,0
C1081,Female,0.308,6,1,64,41,29,3,5,63,0
C1082,Male,0.827,5,2,52,74,51,3,5,75,0
C1083,Male,0.892,6,1,68,85,72,2,2,56,1
C1084,Female,0.176,0,1,78,85,56,2,0,32,0
C1085,Female,0.032,0,2,35,78,68,3,2,70,0
C1086,Male,0.739,7,2,70,57,40,2,1,44,1
C1087,Male,0.708,4,2,81,54,73,2,0,47,1
C1088,Male,0.918,4,2,57,34,54,3,4,63,0
C1089,Female,0.0,1,1,77,90,62,2,1,61,1
C1090,Male,0.927,3,2,100,67,60,1,1,40,0
C1091,Female,0.222,1,2,63,52,44,3,1,65,1
C1092,Male,0.722,2,1,72,79,45,1,0,78,1
C1093,Male,0.893,0,1,51,45,75,3,5,44,0
C1094,Male,0.691,6,1,68,66,67,3,3,83,1
C1095,Male,0.896,5,1,73,57,76,4,4,38,1
C1096,Male,0.832,0,2,68,69,66,1,4,96,1
C1097,Male,0.711,0,1,46,59,64,2,2,56,0
C1098,Male,0.879,1,1,68,38,37,2,0,65,0
C1099,Female,0.392,5,1,91,61,58,2,5,32,0
C1100,Male,0.974,5,1,73,75,61,1,1,62,0
C1101,Male,0.945,5,1,82,59,89,2,3,66,1
C1102,Female,0.306,1,1,60,71,71,2,0,61,1
C1103,Female,0.0,0,2,78,44,83,1,0,53,0
C1104,Female,0.294,1,1,70,59,70,2,5,47,1
C1105,Female,0.467,4,1,47,50,52,3,3,81,0
C1106,Male,0.942,4,1,70,71,63,3,1,63,1
C1107,Male,0.865,1,2,47,60,65,4,0,87,0
C1108,Female,0.331,5,1,53,70,48,2,4,54,0
C1109,Male,0.781,7,2,68,76,56,4,4,56,1
C1110,Male,0.788,0,2,70,70,59,3,3,76,1
C1111,Female,0.266,1,2,43,64,84,1,1,37,0
C1112,Male,0.693,1,1,83,45,32,1,3,43,1
C1113,Male,0.761,1,2,75,59,78,2,0,80,1
C1114,Male,0.45,7,1,52,52,48,2,4,44,0
C1115,Male,1.0,7,2,37,54,42,2,2,33,1
C1116,Male,0.639,2,1,62,54,78,2,3,92,1
C1117,Male,0.849,4,1,56,45,72,3,2,40,1
C1118,Female,0.26,6,1,67,30,79,2,2,65,1
C1119,Male,0.785,5,1,58,49,73,1,5,64,1
C1120,Male,0.921,3,2,28,62,90,3,4,18,1
C1121,Female,0.259,7,1,58,39,69,2,3,58,0
C1122,Female,0.369,6,1,59,60,59,4,2,70,1
C1123,Female,0.037,7,1,76,88,66,1,0,68,0
C1124,Female,0.356,5,2,52,75,79,4,5,77,1
C1125,Male,0.953,3,2,95,84,51,1,1,56,1
C1126,Male,0.731,2,2,30,65,52,1,5,74,0
C1127,Male,0.961,1,2,88,77,57,1,1,51,0
C1128,Male,0.967,2,1,60,49,32,3,4,40,1
C1129,Male,0.962,7,1,80,50,63,3,3,42,1
C1130,Male,0.701,2,2,66,18,35,2,3,39,0
C1131,Female,0.0,6,1,85,77,62,4,1,79,1
C1132,Male,0.836,0,1,58,83,74,2,0,38,0
C1133,Male,0.594,7,0,45,51,55,2,1,67,1
C1134,Male,1.0,7,1,90,56,85,3,1,58,1
C1135,Male,0.798,6,0,62,48,41,1,3,61,0
C1136,Male,0.843,4,2,68,65,78,2,2,84,1
C1137,Female,0.208,3,1,87,76,71,4,0,55,1
C1138,Male,0.601,1,1,46,33,37,4,3,72,1
C1139,Male,0.709,6,0,75,66,99,4,5,63,1
C1140,Male,0.833,3,2,54,55,61,4,1,60,0
C1141,Female,0.098,5,1,62,61,49,1,2,99,1
C1142,Male,0.824,3,2,66,66,42,3,0,39,0
C1143,Male,0.852,5,2,37,57,58,2,4,83,1
C1144,Male,0.749,6,1,50,58,60,4,0,73,0
C1145,Male,0.874,7,2,89,56,63,2,0,55,1
C1146,Female,0.0,7,3,80,74,57,2,1,89,0
C1147,Female,0.156,4,2,63,66,70,2,1,33,1
C1148,Male,0.921,6,2,69,63,56,2,4,54,0
C1149,Female,0.212,5,1,59,40,34,1,4,43,0
C1150,Female,0.057,3,1,89,54,59,3,4,69,0
C1151,Male,0.643,3,1,61,73,28,3,3,45,0
C1152,Female,0.178,5,1,69,60,66,1,3,69,1
C1153,Male,0.798,2,3,85,69,48,3,1,60,0
C1154,Male,0.866,4,1,51,86,64,2,1,55,0
C1155,Male,1.0,0,2,93,75,80,2,4,69,1
C1156,Female,0.01,7,2,37,61,48,1,3,58,1
C1157,Male,0.989,1,2,94,52,76,3,2,45,0
C1158,Female,0.061,3,3,58,21,55,3,3,100,1
C1159,Female,0.0,1,1,60,57,86,2,1,55,0
C1160,Male,0.791,0,0,30,55,56,2,3,27,0
C1161,Female,0.308,6,1,56,65,50,1,1,49,1
C1162,Male,1.0,1,1,46,57,71,2,4,42,1
C1163,Male,0.919,0,0,54,55,55,1,4,76,0
C1164,Female,0.264,7,1,62,33,50,1,4,68,1
C1165,Male,0.985,5,2,82,45,55,2,2,69,1
C1166,Female,0.231,2,1,68,67,61,4,2,57,1
C1167,Female,0.062,7,1,70,85,80,2,1,58,0
C1168,Male,0.603,3,2,45,58,34,1,0,57,1
C1169,Male,0.799,0,1,49,64,62,2,5,61,0
C1170,Male,0.753,1,0,97,74,70,3,2,76,0
C1171,Male,0.899,3,2,51,47,64,3,1,68,1
C1172,Female,0.127,2,1,94,65,80,3,3,71,0
C1173,Male,1.0,5,2,60,48,60,2,4,70,1
C1174,Male,0.71,6,0,65,72,59,3,4,77,0
C1175,Male,0.906,3,2,84,62,70,1,4,67,0
C1176,Male,0.824,6,1,87,64,63,2,1,68,1
C1177,Female,0.066,0,1,63,48,56,2,4,82,0
C1178,Male,0.662,2,1,58,70,69,2,2,52,1
C1179,Female,0.473,1,2,63,91,52,4,3,49,1
C1180,Male,0.967,2,1,71,44,53,3,4,44,0
C1181,Female,0.336,2,1,81,54,54,1,1,65,0
C1182,Male,0.625,4,3,65,63,80,1,3,33,1
C1183,Male,0.779,2,2,76,71,16,2,4,70,1
C1184,Female,0.374,2,1,94,51,67,1,0,61,0
C1185,Male,0.817,7,2,71,17,62,2,4,81,1
C1186,Female,0.0,3,1,70,80,38,4,5,52,0
C1187,Male,0.874,1,1,37,71,66,4,2,59,0
C1188,Male,0.915,7,1,17,33,68,2,3,80,1
C1189,Male,0.732,7,2,71,50,70,3,2,85,0
C1190,Male,0.875,3,2,63,83,24,2,0,52,1
C1191,Male,0.751,3,1,55,81,81,1,0,65,0
C1192,Male,0.908,0,1,69,74,51,2,5,67,1
C1193,Male,0.825,3,1,63,57,71,2,2,68,0
C1194,Male,0.872,4,3,85,61,72,3,3,58,1
C1195,Male,0.686,4,3,66,58,49,1,0,83,0
C1196,Female,0.077,7,1,51,76,71,2,0,32,1
C1197,Female,0.416,6,2,82,46,56,2,4,56,0
C1198,Female,0.25,0,2,61,47,33,4,5,70,1
C1199,Female,0.29,6,1,74,75,78,2,1,70,0
C1200,Male,0.754,6,1,56,59,51,3,0,84,1
C1201,Female,0.111,7,1,53,80,50,3,3,82,1
C1202,Male,0.709,5,2,66,49,56,1,3,58,0
C1203,Male,0.78,7,2,65,59,65,2,4,83,1
C1204,Male,0.918,1,1,73,46,61,3,3,51,1
C1205,Male,0.976,1,2,60,60,69,2,4,77,1
C1206,Female,0.0,3,1,31,37,43,4,0,91,0
C1207,Male,1.0,3,1,57,52,51,1,0,82,1
C1208,Male,0.847,5,2,79,38,60,1,0,64,1
C1209,Male,0.644,3,2,59,70,88,3,0,57,0
C1210,Female,0.196,1,1,60,70,60,3,1,38,1
C1211,Male,0.743,6,1,82,34,77,4,5,67,0
C1212,Male,0.865,7,1,52,80,62,2,5,45,1
C1213,Male,0.794,2,1,37,97,55,4,1,50,1
C1214,Female,0.0,4,1,62,60,58,3,0,43,1
C1215,Male,0.663,2,1,56,50,59,3,3,55,1
C1216,Male,0.949,2,2,47,100,70,2,4,62,1
C1217,Male,0.627,1,1,61,40,81,2,5,67,1
C1218,Male,0.634,2,2,73,60,67,4,2,53,0
C1219,Male,0.855,7,2,64,62,78,2,4,80,0
C1220,Male,1.0,5,1,70,80,48,2,2,59,1
C1221,Female,0.393,0,0,97,65,56,2,2,50,0
C1222,Male,0.905,3,2,58,52,51,2,0,66,1
C1223,Male,0.961,0,1,70,45,66,2,2,94,0
C1224,Female,0.0,6,2,55,54,56,1,0,68,1
C1225,Male,0.753,7,2,49,44,72,3,1,57,1
C1226,Male,0.636,7,2,54,60,48,2,3,38,0
C1227,Male,0.469,4,3,56,51,62,2,2,59,1
C1228,Male,0.761,7,1,71,37,71,1,3,66,1
C1229,Female,0.401,3,1,100,78,33,1,0,56,0
C1230,Male,0.631,7,1,52,52,91,1,2,36,0
C1231,Female,0.271,2,1,57,40,58,3,4,49,0
C1232,Male,0.657,4,1,63,57,33,1,1,86,0
C1233,Male,0.816,3,1,72,61,64,4,5,85,0
C1234,Male,0.906,5,2,69,33,62,1,1,48,1
C1235,Male,0.701,5,1,88,64,60,1,2,73,1
C1236,Male,0.826,5,1,21,44,75,1,1,44,1
C1237,Female,0.417,5,1,22,85,72,1,5,85,1
C1238,Male,0.906,2,1,56,67,66,3,4,66,1
C1239,Female,0.434,7,0,84,54,68,3,3,78,1
C1240,Male,0.808,0,1,36,48,60,2,4,35,0
C1241,Female,0.269,3,1,10,58,86,1,1,73,0
C1242,Female,0.123,2,1,75,69,41,1,5,62,0
C1243,Female,0.463,5,2,69,59,63,2,3,76,0
C1244,Female,0.432,6,2,45,56,62,4,5,77,0
C1245,Female,0.205,7,2,47,60,73,1,4,64,1
C1246,Male,0.812,0,1,47,50,50,3,0,53,1
C1247,Male,1.0,6,2,66,54,37,2,0,75,1
C1248,Male,0.856,4,2,53,28,64,1,3,62,1
C1249,Female,0.571,6,1,73,74,65,2,3,49,1
C1250,Male,0.719,4,2,13,64,82,1,3,48,0
C1251,Female,0.168,4,1,49,48,44,3,0,39,0
C1252,Male,0.751,5,2,44,88,78,1,4,54,1
C1253,Male,0.502,4,3,60,61,95,3,3,80,0
C1254,Male,0.669,1,0,55,44,56,1,0,65,0
C1255,Male,0.572,3,2,79,72,43,4,3,54,1
C1256,Male,0.858,3,1,31,65,56,1,3,75,1
C1257,Male,0.8,5,3,65,65,62,3,5,49,0
C1258,Male,0.845,1,1,75,53,69,3,3,64,1
C1259,Male,0.784,6,2,98,66,53,4,0,60,1
C1260,Male,0.591,2,1,56,56,83,2,4,75,0
C1261,Male,0.877,6,1,70,68,46,3,0,37,1
C1262,Female,0.421,7,1,32,31,37,2,0,49,0
C1263,Male,0.861,2,3,21,53,77,1,3,36,0
C1264,Male,0.736,4,2,80,85,30,2,5,58,1
C1265,Male,0.586,0,2,64,48,59,1,2,82,1
C1266,Male,0.664,2,2,86,50,100,4,2,54,1
C1267,Male,0.868,0,1,40,53,61,1,2,54,0
C1268,Male,0.961,3,1,74,41,46,2,0,76,1
C1269,Male,0.839,0,1,98,26,61,2,3,80,0
C1270,Male,0.92,3,1,72,56,61,2,2,61,1
C1271,Male,0.906,1,1,69,62,64,2,1,73,1
C1272,Female,0.244,1,1,65,59,71,1,1,45,0
C1273,Female,0.307,5,1,36,57,47,2,1,85,0
C1274,Male,0.826,5,1,89,60,85,1,4,97,1
C1275,Male,0.673,4,1,54,75,65,4,3,71,0
C1276,Male,0.803,2,1,74,57,72,3,0,29,1
C1277,Male,0.85,4,3,36,51,53,4,0,54,1
C1278,Female,0.0,3,2,43,55,80,1,3,72,0
C1279,Male,0.604,4,3,90,68,58,1,5,56,1
C1280,Male,0.872,0,1,58,81,65,1,5,83,1
C1281,Male,1.0,3,1,91,50,48,1,4,72,0
C1282,Male,0.914,5,2,63,61,48,1,3,51,1
C1283,Male,0.925,1,1,31,65,71,2,5,63,1
C1284,Male,0.888,5,1,81,45,55,1,4,48,1
C1285,Male,0.995,2,1,54,60,50,2,2,60,0
C1286,Male,0.637,3,1,77,38,52,3,2,54,1
C1287,Male,0.592,3,1,65,33,71,2,4,81,0
C1288,Male,0.799,0,1,37,65,53,2,3,96,1
C1289,Male,0.476,2,2,67,54,60,2,2,40,0
C1290,Male,0.985,1,1,100,63,62,2,3,32,1
C1291,Male,0.983,6,1,73,59,35,1,5,59,1
C1292,Male,0.735,3,2,63,45,41,2,2,38,0
C1293,Male,0.744,3,1,84,59,66,2,5,63,1
C1294,Male,0.789,0,1,68,41,51,3,3,74,0
C1295,Female,0.201,4,2,68,80,76,3,3,86,0
C1296,Male,0.819,7,1,45,39,75,2,1,66,1
C1297,Male,0.884,1,1,69,57,72,2,4,59,0
C1298,Male,0.774,5,1,83,44,87,1,0,31,1
C1299,Male,0.941,2,1,49,68,60,3,4,63,1
C1300,Male,0.867,3,1,90,55,71,2,3,64,0
C1301,Male,0.709,3,2,63,52,53,1,3,73,1
C1302,Female,0.311,5,1,49,72,96,1,4,51,1
C1303,Male,0.596,1,1,82,60,89,1,3,56,0
C1304,Male,0.786,7,1,59,67,62,3,5,39,0
C1305,Male,0.945,4,1,78,45,67,1,2,26,1
C1306,Female,0.256,3,1,59,38,81,2,3,45,1
C1307,Male,0.846,7,1,63,61,59,2,4,37,1
C1308,Female,0.192,1,1,73,55,52,2,4,68,0
C1309,Male,0.671,5,1,70,69,74,3,4,54,0
C1310,Female,0.003,0,1,29,58,63,3,1,54,0
C1311,Male,0.777,4,1,44,63,64,2,5,47,1
C1312,Female,0.323,2,2,81,35,50,1,5,11,1
C1313,Male,1.0,3,1,62,88,37,2,1,87,1
C1314,Female,0.368,1,1,55,57,65,2,5,46,1
C1315,Male,0.951,0,1,40,70,74,2,1,56,0
C1316,Male,0.741,2,2,45,47,58,2,5,39,1
C1317,Male,0.637,6,1,28,64,82,1,1,78,0
C1318,Female,0.051,1,2,63,40,52,2,1,65,0
C1319,Male,0.897,1,2,54,66,47,1,5,49,1
C1320,Male,0.938,2,2,47,54,61,3,1,56,1
C1321,Male,1.0,0,1,63,60,60,2,5,89,0
C1322,Male,1.0,6,1,71,70,72,3,1,61,1
C1323,Female,0.0,7,2,100,41,51,1,4,60,1
C1324,Male,0.701,7,3,37,49,81,2,0,47,0
C1325,Female,0.533,5,2,85,66,89,3,5,32,1
C1326,Male,0.76,0,1,82,91,61,1,1,60,1
C1327,Male,0.939,4,1,50,57,79,3,4,68,1
C1328,Female,0.192,3,1,68,68,47,2,0,80,1
C1329,Male,1.0,2,2,56,58,77,2,1,27,1
C1330,Male,0.928,5,1,68,89,76,2,0,44,1
C1331,Male,0.547,6,1,92,33,74,2,5,53,1
C1332,Male,0.694,2,2,75,61,61,2,0,62,0
C1333,Male,0.922,2,1,74,35,20,2,2,60,0
C1334,Female,0.0,0,2,57,22,53,2,3,61,0
C1335,Female,0.308,3,1,38,64,53,2,2,69,0
C1336,Male,0.907,4,1,61,62,48,1,5,48,1
C1337,Male,0.508,7,1,86,55,63,1,5,77,1
C1338,Male,0.787,1,2,37,58,56,1,0,69,0
C1339,Male,0.967,1,1,46,100,50,2,4,57,0
C1340,Male,0.717,2,1,67,56,47,3,1,88,1
C1341,Male,0.574,7,3,47,67,51,3,3,87,1
C1342,Male,0.822,7,1,50,50,77,1,1,77,0
C1343,Female,0.085,3,1,57,64,52,4,4,14,0
C1344,Female,0.0,6,1,40,56,54,2,5,88,1
C1345,Female,0.062,6,1,47,53,55,4,3,75,0
C1346,Male,0.684,5,1,77,87,66,3,2,95,1
C1347,Male,0.497,0,1,41,77,68,3,5,82,0
C1348,Male,0.825,3,1,36,62,19,1,5,88,0
C1349,Female,0.179,3,1,53,25,76,1,0,77,1
C1350,Male,0.622,0,2,78,54,82,1,4,84,1
C1351,Female,0.176,7,1,61,100,47,3,0,94,1
C1352,Male,0.954,6,1,56,56,48,2,0,66,1
C1353,Male,0.768,6,1,65,76,55,3,1,37,0
C1354,Female,0.119,7,1,33,81,51,2,5,58,1
C1355,Male,0.841,6,1,73,63,65,3,4,69,0
C1356,Female,0.226,2,1,71,47,34,1,0,64,0
C1357,Female,0.546,3,2,57,23,46,1,2,43,0
C1358,Male,0.729,1,1,83,70,83,2,3,36,0
C1359,Male,0.898,0,2,44,47,49,2,4,51,0
C1360,Male,0.915,6,3,85,62,79,2,1,75,1
C1361,Female,0.097,5,1,67,41,66,3,4,88,0
C1362,Male,0.891,6,1,58,56,36,1,5,77,1
C1363,Male,0.837,6,1,64,60,70,2,1,79,0
C1364,Male,0.587,4,2,63,64,60,3,3,61,1
C1365,Female,0.323,2,1,86,43,55,1,2,35,0
C1366,Male,0.708,0,1,45,77,65,4,0,55,0
C1367,Male,0.731,4,1,51,51,68,4,4,58,1
C1368,Female,0.266,4,2,83,34,71,1,1,55,1
C1369,Male,0.969,5,2,54,58,78,1,3,63,1
C1370,Male,1.0,3,1,81,60,67,2,0,70,1
C1371,Female,0.08,5,2,95,62,42,3,3,76,1
C1372,Male,0.991,3,1,57,80,55,2,2,58,1
C1373,Female,0.14,3,1,77,56,100,2,0,32,1
C1374,Male,0.705,0,2,44,58,72,3,0,55,0
C1375,Male,0.683,6,1,78,43,95,1,0,63,0
C1376,Female,0.0,0,1,68,72,81,3,1,82,0
C1377,Male,0.834,2,0,73,62,65,3,0,53,0
C1378,Male,0.788,3,2,53,53,66,2,3,71,1
C1379,Male,0.994,4,2,35,31,61,3,1,67,0
C1380,Male,0.861,6,1,74,81,37,3,0,63,0
C1381,Male,0.674,1,2,27,41,62,1,3,77,0
C1382,Male,0.698,2,1,59,51,78,2,3,52,0
C1383,Female,0.08,0,1,81,65,53,2,4,53,0
C1384,Male,0.956,5,1,68,42,67,1,3,62,1
C1385,Male,0.883,2,1,100,37,73,4,5,52,1
C1386,Male,1.0,2,1,83,28,49,1,2,71,0
C1387,Female,0.492,6,2,53,70,55,2,0,51,1
C1388,Male,0.866,2,0,65,51,47,2,0,66,0
C1389,Female,0.243,2,1,64,100,50,1,0,61,0
C1390,Male,0.604,1,1,36,45,43,4,3,66,1
C1391,Male,0.742,7,1,48,46,49,3,3,55,1
C1392,Male,0.913,5,2,54,51,81,2,0,57,0
C1393,Male,1.0,5,1,28,63,49,1,5,64,1
C1394,Male,0.863,5,1,65,52,63,1,1,66,0
C1395,Male,0.975,3,2,60,69,54,2,1,62,1
C1396,Female,0.226,4,1,34,45,78,1,2,90,0
C1397,Male,0.893,7,1,72,39,80,2,4,47,1
C1398,Male,0.924,5,1,77,33,74,4,2,61,1
C1399,Male,0.503,2,1,69,26,66,2,0,37,1
C1400,Male,0.738,2,3,59,52,58,3,0,68,1
C1401,Male,0.942,5,2,75,55,45,2,0,45,0
C1402,Male,0.841,6,1,77,50,89,2,4,58,1
C1403,Male,0.621,5,2,70,78,51,3,3,57,1
C1404,Female,0.154,2,1,50,78,71,2,4,67,0
C1405,Male,0.745,3,0,69,54,76,3,2,54,1
C1406,Male,0.789,0,1,86,33,54,1,3,53,0
C1407,Female,0.275,0,1,54,51,76,1,3,85,1
C1408,Female,0.241,7,1,100,51,72,3,2,67,1
C1409,Male,0.876,7,1,55,50,86,2,3,54,0
C1410,Female,0.354,5,2,65,49,55,3,1,58,1
C1411,Male,0.447,1,1,52,50,43,4,2,89,0
C1412,Male,0.603,5,1,69,54,54,1,2,59,1
C1413,Male,0.754,6,1,33,50,64,2,1,51,0
C1414,Male,0.886,5,0,55,63,62,2,4,52,1
C1415,Male,0.873,7,1,45,65,56,2,4,54,1
C1416,Female,0.272,0,1,67,46,35,3,4,53,0
C1417,Male,0.742,2,2,82,79,68,1,3,42,1
C1418,Male,0.751,5,1,76,45,89,2,1,45,1
C1419,Male,0.691,2,0,22,35,68,3,2,49,0
C1420,Female,0.203,2,1,100,65,70,1,2,72,0
C1421,Male,0.662,1,1,70,47,70,3,2,56,1
C1422,Male,0.928,2,0,51,64,67,2,3,59,1
C1423,Male,0.831,0,2,67,23,75,4,3,83,1
C1424,Male,0.793,3,1,68,80,67,2,5,83,0
C1425,Female,0.222,3,1,52,70,57,1,4,58,0
C1426,Female,0.371,4,1,68,37,50,2,5,52,0
C1427,Male,0.703,6,1,54,37,58,1,5,49,1
C1428,Female,0.169,5,1,57,85,66,4,3,74,0
C1429,Male,0.445,6,2,52,48,57,1,4,59,0
C1430,Female,0.099,0,1,39,47,66,3,4,56,0
C1431,Male,0.939,2,2,67,26,68,2,2,49,1
C1432,Male,0.885,3,1,75,54,73,2,3,50,1
C1433,Male,0.726,6,2,74,56,79,1,4,68,1
C1434,Male,0.807,0,1,79,70,63,2,5,41,0
C1435,Male,0.717,3,2,70,39,43,2,1,78,1
C1436,Male,0.822,2,1,55,37,57,1,1,54,0
C1437,Male,1.0,6,2,80,66,62,4,3,60,1
C1438,Male,0.945,3,1,40,75,36,2,2,41,0
